,Productos,Cantidad de energía demandada GWh,Cantidad de energía adjudicada GWh,Precio promedio ponderado adjudicado ($/KWh),periodo_inicio,periodo_fin,descripcion,union,CodigoConvocatoria,CodigoSicAgente,NombreAgenteComprador,FechaPublicacionAviso,PeriodoAContratar,FechaInicio,FechaFin,DuracionDias,meses,FechaPliegosParaConsulta,FechaPliegosDefinitivos,FechaLimiteRecepcionOfertas,AudienciaPublica,FechaMaximaFormalizacionContratos,Estado,TipoMercado,ExclusivaFNCER,FechaSuspension,FechaReactivacion,FechaCancelacion,FechaCierreConvocatoria
142,CP-EPSC2023-003-PROD03,370.0,370.0,315.0,01/01/2025,31/12/2029,"Suministro de energía y potencia eléctrica, en el período comprendido entre el 1 de enero del año 2025 al 31 de diciembre del año 2029 para atender su mercado regulado.",CP-EPSC2023-003/CELSIA Colombia/EPSC/01%2F01%2F2025/31%2F12%2F2029/false/Regulado,CP-EPSC2023-003,EPSC,CELSIA Colombia,19/12/2023,01/01/2025 al 31/12/2029,01/01/2025,31/12/2029,1825.0,60.0,20/12/2023,15/01/2024,12/02/2024,22/02/2024,11/03/2024,Cerrada y adjudicada,Regulado,NO,,,,18/03/2024
143,CP-EPSC2023-003-PROD04,247.0,247.0,300.0,01/01/2025,31/12/2029,"Suministro de energía y potencia eléctrica, en el período comprendido entre el 1 de enero del año 2025 al 31 de diciembre del año 2029 para atender su mercado regulado.",CP-EPSC2023-003/CELSIA Colombia/EPSC/01%2F01%2F2025/31%2F12%2F2029/false/Regulado,CP-EPSC2023-003,EPSC,CELSIA Colombia,19/12/2023,01/01/2025 al 31/12/2029,01/01/2025,31/12/2029,1825.0,60.0,20/12/2023,15/01/2024,12/02/2024,22/02/2024,11/03/2024,Cerrada y adjudicada,Regulado,NO,,,,18/03/2024
144,CP-EPSC2023-003-PROD05,460.0,460.0,299.0,01/01/2025,31/12/2029,"Suministro de energía y potencia eléctrica, en el período comprendido entre el 1 de enero del año 2025 al 31 de diciembre del año 2029 para atender su mercado regulado.",CP-EPSC2023-003/CELSIA Colombia/EPSC/01%2F01%2F2025/31%2F12%2F2029/false/Regulado,CP-EPSC2023-003,EPSC,CELSIA Colombia,19/12/2023,01/01/2025 al 31/12/2029,01/01/2025,31/12/2029,1825.0,60.0,20/12/2023,15/01/2024,12/02/2024,22/02/2024,11/03/2024,Cerrada y adjudicada,Regulado,NO,,,,18/03/2024
145,CP-CNSC2023-004-PROD01,529.0,0.0,0.0,01/01/2025,31/12/2039,"Solicitud Pública de Ofertas es recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender el mercado regulado de EL CONTRATANTE, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el 01 de enero de 2025 al 31 de diciembre de 2039 CRW281075",CP-CNSC2023-004/CENS/CNSC/01%2F01%2F2025/31%2F12%2F2039/false/Regulado,CP-CNSC2023-004,CNSC,CENS,11/12/2023,01/01/2025 al 31/12/2039,01/01/2025,31/12/2039,5477.0,180.06575342465754,11/12/2023,03/01/2024,01/02/2024,14/02/2024,04/03/2024,Cerrada y adjudicada,Regulado,NO,,,,12/03/2024
146,CP-CNSC2023-004-PROD02,375.0,0.0,0.0,01/01/2025,31/12/2039,"Solicitud Pública de Ofertas es recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender el mercado regulado de EL CONTRATANTE, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el 01 de enero de 2025 al 31 de diciembre de 2039 CRW281075",CP-CNSC2023-004/CENS/CNSC/01%2F01%2F2025/31%2F12%2F2039/false/Regulado,CP-CNSC2023-004,CNSC,CENS,11/12/2023,01/01/2025 al 31/12/2039,01/01/2025,31/12/2039,5477.0,180.06575342465754,11/12/2023,03/01/2024,01/02/2024,14/02/2024,04/03/2024,Cerrada y adjudicada,Regulado,NO,,,,12/03/2024
147,CP-CNSC2023-004-PROD03,560.0,0.0,0.0,01/01/2025,31/12/2039,"Solicitud Pública de Ofertas es recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender el mercado regulado de EL CONTRATANTE, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el 01 de enero de 2025 al 31 de diciembre de 2039 CRW281075",CP-CNSC2023-004/CENS/CNSC/01%2F01%2F2025/31%2F12%2F2039/false/Regulado,CP-CNSC2023-004,CNSC,CENS,11/12/2023,01/01/2025 al 31/12/2039,01/01/2025,31/12/2039,5477.0,180.06575342465754,11/12/2023,03/01/2024,01/02/2024,14/02/2024,04/03/2024,Cerrada y adjudicada,Regulado,NO,,,,12/03/2024
148,CP-CNSC2023-004-PROD04,568.0,87.0,302.0,01/01/2025,31/12/2039,"Solicitud Pública de Ofertas es recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender el mercado regulado de EL CONTRATANTE, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el 01 de enero de 2025 al 31 de diciembre de 2039 CRW281075",CP-CNSC2023-004/CENS/CNSC/01%2F01%2F2025/31%2F12%2F2039/false/Regulado,CP-CNSC2023-004,CNSC,CENS,11/12/2023,01/01/2025 al 31/12/2039,01/01/2025,31/12/2039,5477.0,180.06575342465754,11/12/2023,03/01/2024,01/02/2024,14/02/2024,04/03/2024,Cerrada y adjudicada,Regulado,NO,,,,12/03/2024
149,CP-CNSC2023-004-PROD05,576.0,202.0,299.0,01/01/2025,31/12/2039,"Solicitud Pública de Ofertas es recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender el mercado regulado de EL CONTRATANTE, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el 01 de enero de 2025 al 31 de diciembre de 2039 CRW281075",CP-CNSC2023-004/CENS/CNSC/01%2F01%2F2025/31%2F12%2F2039/false/Regulado,CP-CNSC2023-004,CNSC,CENS,11/12/2023,01/01/2025 al 31/12/2039,01/01/2025,31/12/2039,5477.0,180.06575342465754,11/12/2023,03/01/2024,01/02/2024,14/02/2024,04/03/2024,Cerrada y adjudicada,Regulado,NO,,,,12/03/2024
150,CP-CNSC2023-004-PROD06,278.0,0.0,0.0,01/01/2025,31/12/2039,"Solicitud Pública de Ofertas es recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender el mercado regulado de EL CONTRATANTE, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el 01 de enero de 2025 al 31 de diciembre de 2039 CRW281075",CP-CNSC2023-004/CENS/CNSC/01%2F01%2F2025/31%2F12%2F2039/false/Regulado,CP-CNSC2023-004,CNSC,CENS,11/12/2023,01/01/2025 al 31/12/2039,01/01/2025,31/12/2039,5477.0,180.06575342465754,11/12/2023,03/01/2024,01/02/2024,14/02/2024,04/03/2024,Cerrada y adjudicada,Regulado,NO,,,,12/03/2024
151,CP-CNSC2023-004-PROD07,286.0,0.0,0.0,01/01/2025,31/12/2039,"Solicitud Pública de Ofertas es recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender el mercado regulado de EL CONTRATANTE, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el 01 de enero de 2025 al 31 de diciembre de 2039 CRW281075",CP-CNSC2023-004/CENS/CNSC/01%2F01%2F2025/31%2F12%2F2039/false/Regulado,CP-CNSC2023-004,CNSC,CENS,11/12/2023,01/01/2025 al 31/12/2039,01/01/2025,31/12/2039,5477.0,180.06575342465754,11/12/2023,03/01/2024,01/02/2024,14/02/2024,04/03/2024,Cerrada y adjudicada,Regulado,NO,,,,12/03/2024
152,CP-CNSC2023-004-PROD08,1500.0,1236.0,290.0,01/01/2025,31/12/2039,"Solicitud Pública de Ofertas es recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender el mercado regulado de EL CONTRATANTE, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el 01 de enero de 2025 al 31 de diciembre de 2039 CRW281075",CP-CNSC2023-004/CENS/CNSC/01%2F01%2F2025/31%2F12%2F2039/false/Regulado,CP-CNSC2023-004,CNSC,CENS,11/12/2023,01/01/2025 al 31/12/2039,01/01/2025,31/12/2039,5477.0,180.06575342465754,11/12/2023,03/01/2024,01/02/2024,14/02/2024,04/03/2024,Cerrada y adjudicada,Regulado,NO,,,,12/03/2024
153,CP-CQTC2023-003-PROD01,29.0,29.0,474.0,01/03/2024,31/12/2041,COMPRA DEL SUMINISTRO DE ENERGIA Y POTENCIA ELECTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETA PARA EL PERIODO COMPRENDIDO ENTRE EL 1 DE MARZO DEL 2024 HASTA EL 31 DE DICIEMBRE DEL 2041,CP-CQTC2023-003/ELECTROCAQUETA/CQTC/01%2F03%2F2024/31%2F12%2F2041/false/Regulado,CP-CQTC2023-003,CQTC,ELECTROCAQUETA,09/11/2023,01/03/2024 al 31/12/2041,01/03/2024,31/12/2041,6514.0,214.15890410958903,09/11/2023,01/12/2023,03/01/2024,17/01/2024,07/02/2024,Cerrada y adjudicada,Regulado,NO,,,,22/02/2024
154,CP-CQTC2023-003-PROD02,6.0,6.0,386.0,01/03/2024,31/12/2041,COMPRA DEL SUMINISTRO DE ENERGIA Y POTENCIA ELECTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETA PARA EL PERIODO COMPRENDIDO ENTRE EL 1 DE MARZO DEL 2024 HASTA EL 31 DE DICIEMBRE DEL 2041,CP-CQTC2023-003/ELECTROCAQUETA/CQTC/01%2F03%2F2024/31%2F12%2F2041/false/Regulado,CP-CQTC2023-003,CQTC,ELECTROCAQUETA,09/11/2023,01/03/2024 al 31/12/2041,01/03/2024,31/12/2041,6514.0,214.15890410958903,09/11/2023,01/12/2023,03/01/2024,17/01/2024,07/02/2024,Cerrada y adjudicada,Regulado,NO,,,,22/02/2024
155,CP-CQTC2023-003-PROD03,10.0,10.0,319.0,01/03/2024,31/12/2041,COMPRA DEL SUMINISTRO DE ENERGIA Y POTENCIA ELECTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETA PARA EL PERIODO COMPRENDIDO ENTRE EL 1 DE MARZO DEL 2024 HASTA EL 31 DE DICIEMBRE DEL 2041,CP-CQTC2023-003/ELECTROCAQUETA/CQTC/01%2F03%2F2024/31%2F12%2F2041/false/Regulado,CP-CQTC2023-003,CQTC,ELECTROCAQUETA,09/11/2023,01/03/2024 al 31/12/2041,01/03/2024,31/12/2041,6514.0,214.15890410958903,09/11/2023,01/12/2023,03/01/2024,17/01/2024,07/02/2024,Cerrada y adjudicada,Regulado,NO,,,,22/02/2024
156,CP-CQTC2023-003-PROD04,15.0,15.0,316.0,01/03/2024,31/12/2041,COMPRA DEL SUMINISTRO DE ENERGIA Y POTENCIA ELECTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETA PARA EL PERIODO COMPRENDIDO ENTRE EL 1 DE MARZO DEL 2024 HASTA EL 31 DE DICIEMBRE DEL 2041,CP-CQTC2023-003/ELECTROCAQUETA/CQTC/01%2F03%2F2024/31%2F12%2F2041/false/Regulado,CP-CQTC2023-003,CQTC,ELECTROCAQUETA,09/11/2023,01/03/2024 al 31/12/2041,01/03/2024,31/12/2041,6514.0,214.15890410958903,09/11/2023,01/12/2023,03/01/2024,17/01/2024,07/02/2024,Cerrada y adjudicada,Regulado,NO,,,,22/02/2024
157,CP-CQTC2023-003-PROD05,29.0,29.0,304.0,01/03/2024,31/12/2041,COMPRA DEL SUMINISTRO DE ENERGIA Y POTENCIA ELECTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETA PARA EL PERIODO COMPRENDIDO ENTRE EL 1 DE MARZO DEL 2024 HASTA EL 31 DE DICIEMBRE DEL 2041,CP-CQTC2023-003/ELECTROCAQUETA/CQTC/01%2F03%2F2024/31%2F12%2F2041/false/Regulado,CP-CQTC2023-003,CQTC,ELECTROCAQUETA,09/11/2023,01/03/2024 al 31/12/2041,01/03/2024,31/12/2041,6514.0,214.15890410958903,09/11/2023,01/12/2023,03/01/2024,17/01/2024,07/02/2024,Cerrada y adjudicada,Regulado,NO,,,,22/02/2024
158,CP-CQTC2023-003-PROD06,29.0,29.0,302.0,01/03/2024,31/12/2041,COMPRA DEL SUMINISTRO DE ENERGIA Y POTENCIA ELECTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETA PARA EL PERIODO COMPRENDIDO ENTRE EL 1 DE MARZO DEL 2024 HASTA EL 31 DE DICIEMBRE DEL 2041,CP-CQTC2023-003/ELECTROCAQUETA/CQTC/01%2F03%2F2024/31%2F12%2F2041/false/Regulado,CP-CQTC2023-003,CQTC,ELECTROCAQUETA,09/11/2023,01/03/2024 al 31/12/2041,01/03/2024,31/12/2041,6514.0,214.15890410958903,09/11/2023,01/12/2023,03/01/2024,17/01/2024,07/02/2024,Cerrada y adjudicada,Regulado,NO,,,,22/02/2024
159,CP-CQTC2023-003-PROD07,30.0,17.0,285.0,01/03/2024,31/12/2041,COMPRA DEL SUMINISTRO DE ENERGIA Y POTENCIA ELECTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETA PARA EL PERIODO COMPRENDIDO ENTRE EL 1 DE MARZO DEL 2024 HASTA EL 31 DE DICIEMBRE DEL 2041,CP-CQTC2023-003/ELECTROCAQUETA/CQTC/01%2F03%2F2024/31%2F12%2F2041/false/Regulado,CP-CQTC2023-003,CQTC,ELECTROCAQUETA,09/11/2023,01/03/2024 al 31/12/2041,01/03/2024,31/12/2041,6514.0,214.15890410958903,09/11/2023,01/12/2023,03/01/2024,17/01/2024,07/02/2024,Cerrada y adjudicada,Regulado,NO,,,,22/02/2024
160,CP-CQTC2023-003-PROD08,,,,01/03/2024,31/12/2041,COMPRA DEL SUMINISTRO DE ENERGIA Y POTENCIA ELECTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETA PARA EL PERIODO COMPRENDIDO ENTRE EL 1 DE MARZO DEL 2024 HASTA EL 31 DE DICIEMBRE DEL 2041,CP-CQTC2023-003/ELECTROCAQUETA/CQTC/01%2F03%2F2024/31%2F12%2F2041/false/Regulado,CP-CQTC2023-003,CQTC,ELECTROCAQUETA,09/11/2023,01/03/2024 al 31/12/2041,01/03/2024,31/12/2041,6514.0,214.15890410958903,09/11/2023,01/12/2023,03/01/2024,17/01/2024,07/02/2024,Cerrada y adjudicada,Regulado,NO,,,,22/02/2024
161,CP-CQTC2023-003-PROD09,,,,01/03/2024,31/12/2041,COMPRA DEL SUMINISTRO DE ENERGIA Y POTENCIA ELECTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETA PARA EL PERIODO COMPRENDIDO ENTRE EL 1 DE MARZO DEL 2024 HASTA EL 31 DE DICIEMBRE DEL 2041,CP-CQTC2023-003/ELECTROCAQUETA/CQTC/01%2F03%2F2024/31%2F12%2F2041/false/Regulado,CP-CQTC2023-003,CQTC,ELECTROCAQUETA,09/11/2023,01/03/2024 al 31/12/2041,01/03/2024,31/12/2041,6514.0,214.15890410958903,09/11/2023,01/12/2023,03/01/2024,17/01/2024,07/02/2024,Cerrada y adjudicada,Regulado,NO,,,,22/02/2024
162,CP-CQTC2023-003-PROD10,,,,01/03/2024,31/12/2041,COMPRA DEL SUMINISTRO DE ENERGIA Y POTENCIA ELECTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETA PARA EL PERIODO COMPRENDIDO ENTRE EL 1 DE MARZO DEL 2024 HASTA EL 31 DE DICIEMBRE DEL 2041,CP-CQTC2023-003/ELECTROCAQUETA/CQTC/01%2F03%2F2024/31%2F12%2F2041/false/Regulado,CP-CQTC2023-003,CQTC,ELECTROCAQUETA,09/11/2023,01/03/2024 al 31/12/2041,01/03/2024,31/12/2041,6514.0,214.15890410958903,09/11/2023,01/12/2023,03/01/2024,17/01/2024,07/02/2024,Cerrada y adjudicada,Regulado,NO,,,,22/02/2024
163,CP-CQTC2023-003-PROD11,,,,01/03/2024,31/12/2041,COMPRA DEL SUMINISTRO DE ENERGIA Y POTENCIA ELECTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETA PARA EL PERIODO COMPRENDIDO ENTRE EL 1 DE MARZO DEL 2024 HASTA EL 31 DE DICIEMBRE DEL 2041,CP-CQTC2023-003/ELECTROCAQUETA/CQTC/01%2F03%2F2024/31%2F12%2F2041/false/Regulado,CP-CQTC2023-003,CQTC,ELECTROCAQUETA,09/11/2023,01/03/2024 al 31/12/2041,01/03/2024,31/12/2041,6514.0,214.15890410958903,09/11/2023,01/12/2023,03/01/2024,17/01/2024,07/02/2024,Cerrada y adjudicada,Regulado,NO,,,,22/02/2024
164,CP-CQTC2023-003-PROD12,,,,01/03/2024,31/12/2041,COMPRA DEL SUMINISTRO DE ENERGIA Y POTENCIA ELECTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETA PARA EL PERIODO COMPRENDIDO ENTRE EL 1 DE MARZO DEL 2024 HASTA EL 31 DE DICIEMBRE DEL 2041,CP-CQTC2023-003/ELECTROCAQUETA/CQTC/01%2F03%2F2024/31%2F12%2F2041/false/Regulado,CP-CQTC2023-003,CQTC,ELECTROCAQUETA,09/11/2023,01/03/2024 al 31/12/2041,01/03/2024,31/12/2041,6514.0,214.15890410958903,09/11/2023,01/12/2023,03/01/2024,17/01/2024,07/02/2024,Cerrada y adjudicada,Regulado,NO,,,,22/02/2024
165,CP-CQTC2023-003-PROD13,,,,01/03/2024,31/12/2041,COMPRA DEL SUMINISTRO DE ENERGIA Y POTENCIA ELECTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETA PARA EL PERIODO COMPRENDIDO ENTRE EL 1 DE MARZO DEL 2024 HASTA EL 31 DE DICIEMBRE DEL 2041,CP-CQTC2023-003/ELECTROCAQUETA/CQTC/01%2F03%2F2024/31%2F12%2F2041/false/Regulado,CP-CQTC2023-003,CQTC,ELECTROCAQUETA,09/11/2023,01/03/2024 al 31/12/2041,01/03/2024,31/12/2041,6514.0,214.15890410958903,09/11/2023,01/12/2023,03/01/2024,17/01/2024,07/02/2024,Cerrada y adjudicada,Regulado,NO,,,,22/02/2024
166,CP-CQTC2023-003-PROD14,,,,01/03/2024,31/12/2041,COMPRA DEL SUMINISTRO DE ENERGIA Y POTENCIA ELECTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETA PARA EL PERIODO COMPRENDIDO ENTRE EL 1 DE MARZO DEL 2024 HASTA EL 31 DE DICIEMBRE DEL 2041,CP-CQTC2023-003/ELECTROCAQUETA/CQTC/01%2F03%2F2024/31%2F12%2F2041/false/Regulado,CP-CQTC2023-003,CQTC,ELECTROCAQUETA,09/11/2023,01/03/2024 al 31/12/2041,01/03/2024,31/12/2041,6514.0,214.15890410958903,09/11/2023,01/12/2023,03/01/2024,17/01/2024,07/02/2024,Cerrada y adjudicada,Regulado,NO,,,,22/02/2024
167,CP-CQTC2023-003-PROD15,,,,01/03/2024,31/12/2041,COMPRA DEL SUMINISTRO DE ENERGIA Y POTENCIA ELECTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETA PARA EL PERIODO COMPRENDIDO ENTRE EL 1 DE MARZO DEL 2024 HASTA EL 31 DE DICIEMBRE DEL 2041,CP-CQTC2023-003/ELECTROCAQUETA/CQTC/01%2F03%2F2024/31%2F12%2F2041/false/Regulado,CP-CQTC2023-003,CQTC,ELECTROCAQUETA,09/11/2023,01/03/2024 al 31/12/2041,01/03/2024,31/12/2041,6514.0,214.15890410958903,09/11/2023,01/12/2023,03/01/2024,17/01/2024,07/02/2024,Cerrada y adjudicada,Regulado,NO,,,,22/02/2024
168,CP-CQTC2023-003-PROD16,,,,01/03/2024,31/12/2041,COMPRA DEL SUMINISTRO DE ENERGIA Y POTENCIA ELECTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETA PARA EL PERIODO COMPRENDIDO ENTRE EL 1 DE MARZO DEL 2024 HASTA EL 31 DE DICIEMBRE DEL 2041,CP-CQTC2023-003/ELECTROCAQUETA/CQTC/01%2F03%2F2024/31%2F12%2F2041/false/Regulado,CP-CQTC2023-003,CQTC,ELECTROCAQUETA,09/11/2023,01/03/2024 al 31/12/2041,01/03/2024,31/12/2041,6514.0,214.15890410958903,09/11/2023,01/12/2023,03/01/2024,17/01/2024,07/02/2024,Cerrada y adjudicada,Regulado,NO,,,,22/02/2024
169,CP-CQTC2023-003-PROD17,,,,01/03/2024,31/12/2041,COMPRA DEL SUMINISTRO DE ENERGIA Y POTENCIA ELECTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETA PARA EL PERIODO COMPRENDIDO ENTRE EL 1 DE MARZO DEL 2024 HASTA EL 31 DE DICIEMBRE DEL 2041,CP-CQTC2023-003/ELECTROCAQUETA/CQTC/01%2F03%2F2024/31%2F12%2F2041/false/Regulado,CP-CQTC2023-003,CQTC,ELECTROCAQUETA,09/11/2023,01/03/2024 al 31/12/2041,01/03/2024,31/12/2041,6514.0,214.15890410958903,09/11/2023,01/12/2023,03/01/2024,17/01/2024,07/02/2024,Cerrada y adjudicada,Regulado,NO,,,,22/02/2024
170,CP-CQTC2023-003-PROD18,,,,01/03/2024,31/12/2041,COMPRA DEL SUMINISTRO DE ENERGIA Y POTENCIA ELECTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETA PARA EL PERIODO COMPRENDIDO ENTRE EL 1 DE MARZO DEL 2024 HASTA EL 31 DE DICIEMBRE DEL 2041,CP-CQTC2023-003/ELECTROCAQUETA/CQTC/01%2F03%2F2024/31%2F12%2F2041/false/Regulado,CP-CQTC2023-003,CQTC,ELECTROCAQUETA,09/11/2023,01/03/2024 al 31/12/2041,01/03/2024,31/12/2041,6514.0,214.15890410958903,09/11/2023,01/12/2023,03/01/2024,17/01/2024,07/02/2024,Cerrada y adjudicada,Regulado,NO,,,,22/02/2024
171,CP-CDNC2023-004-PROD01,,,,01/03/2024,31/12/2037,CEDENAR S.A. E.S.P. está interesado en recibir ofertas para comprar energía eléctrica con el fin de atender la demanda de su mercado regulado actual y potencial para el periodo comprendido entre el 01 de marzo de 2024 a 31 de diciembre de 2037,CP-CDNC2023-004/CEDENAR/CDNC/01%2F03%2F2024/31%2F12%2F2037/false/Regulado,CP-CDNC2023-004,CDNC,CEDENAR,03/11/2023,01/03/2024 al 31/12/2037,01/03/2024,31/12/2037,5053.0,166.1260273972603,03/11/2023,28/11/2023,28/12/2023,12/01/2024,01/02/2024,Cerrada y adjudicada,Regulado,NO,,,,07/02/2024
172,CP-CDNC2023-004-PROD02,,,,01/03/2024,31/12/2037,CEDENAR S.A. E.S.P. está interesado en recibir ofertas para comprar energía eléctrica con el fin de atender la demanda de su mercado regulado actual y potencial para el periodo comprendido entre el 01 de marzo de 2024 a 31 de diciembre de 2037,CP-CDNC2023-004/CEDENAR/CDNC/01%2F03%2F2024/31%2F12%2F2037/false/Regulado,CP-CDNC2023-004,CDNC,CEDENAR,03/11/2023,01/03/2024 al 31/12/2037,01/03/2024,31/12/2037,5053.0,166.1260273972603,03/11/2023,28/11/2023,28/12/2023,12/01/2024,01/02/2024,Cerrada y adjudicada,Regulado,NO,,,,07/02/2024
173,CP-CDNC2023-004-PROD03,,,,01/03/2024,31/12/2037,CEDENAR S.A. E.S.P. está interesado en recibir ofertas para comprar energía eléctrica con el fin de atender la demanda de su mercado regulado actual y potencial para el periodo comprendido entre el 01 de marzo de 2024 a 31 de diciembre de 2037,CP-CDNC2023-004/CEDENAR/CDNC/01%2F03%2F2024/31%2F12%2F2037/false/Regulado,CP-CDNC2023-004,CDNC,CEDENAR,03/11/2023,01/03/2024 al 31/12/2037,01/03/2024,31/12/2037,5053.0,166.1260273972603,03/11/2023,28/11/2023,28/12/2023,12/01/2024,01/02/2024,Cerrada y adjudicada,Regulado,NO,,,,07/02/2024
174,CP-CDNC2023-004-PROD04,344.9,123.27,335.45,01/03/2024,31/12/2037,CEDENAR S.A. E.S.P. está interesado en recibir ofertas para comprar energía eléctrica con el fin de atender la demanda de su mercado regulado actual y potencial para el periodo comprendido entre el 01 de marzo de 2024 a 31 de diciembre de 2037,CP-CDNC2023-004/CEDENAR/CDNC/01%2F03%2F2024/31%2F12%2F2037/false/Regulado,CP-CDNC2023-004,CDNC,CEDENAR,03/11/2023,01/03/2024 al 31/12/2037,01/03/2024,31/12/2037,5053.0,166.1260273972603,03/11/2023,28/11/2023,28/12/2023,12/01/2024,01/02/2024,Cerrada y adjudicada,Regulado,NO,,,,07/02/2024
175,CP-BIAC2023-007-PROD01,473.0,173.0,390.0,01/02/2024,31/12/2038,El objeto de este documento es invitar a las empresas interesadas en presentar propuestas para el suministro de la energía eléctrica que BIA ENERGY requiere para atender parte de la demanda de su mercado regulado.,CP-BIAC2023-007/BIAE/BIAC/01%2F02%2F2024/31%2F12%2F2038/false/Regulado,CP-BIAC2023-007,BIAC,BIAE,31/10/2023,01/02/2024 al 31/12/2038,01/02/2024,31/12/2038,5447.0,179.07945205479453,31/10/2023,16/11/2023,15/12/2023,29/12/2023,22/01/2024,Cerrada y adjudicada,Regulado,NO,,,,29/01/2024
176,CP-BIAC2023-007-PROD02,0.0,0.0,0.0,01/02/2024,31/12/2038,El objeto de este documento es invitar a las empresas interesadas en presentar propuestas para el suministro de la energía eléctrica que BIA ENERGY requiere para atender parte de la demanda de su mercado regulado.,CP-BIAC2023-007/BIAE/BIAC/01%2F02%2F2024/31%2F12%2F2038/false/Regulado,CP-BIAC2023-007,BIAC,BIAE,31/10/2023,01/02/2024 al 31/12/2038,01/02/2024,31/12/2038,5447.0,179.07945205479453,31/10/2023,16/11/2023,15/12/2023,29/12/2023,22/01/2024,Cerrada y adjudicada,Regulado,NO,,,,29/01/2024
177,CP-BIAC2023-007-PROD03,0.0,0.0,0.0,01/02/2024,31/12/2038,El objeto de este documento es invitar a las empresas interesadas en presentar propuestas para el suministro de la energía eléctrica que BIA ENERGY requiere para atender parte de la demanda de su mercado regulado.,CP-BIAC2023-007/BIAE/BIAC/01%2F02%2F2024/31%2F12%2F2038/false/Regulado,CP-BIAC2023-007,BIAC,BIAE,31/10/2023,01/02/2024 al 31/12/2038,01/02/2024,31/12/2038,5447.0,179.07945205479453,31/10/2023,16/11/2023,15/12/2023,29/12/2023,22/01/2024,Cerrada y adjudicada,Regulado,NO,,,,29/01/2024
178,CP-CEOC2023-003-PROD01,149.0,47.0,410.0,01/01/2024,31/12/2024,"CEO invita a los interesados a presentar Oferta Mercantil para atender el suministro de energía del Mercado Regulado, para el período 1 enero de 2024 al 31 diciembre 2024, según los términos y condiciones descritos en la presente convocatoria pública y especialmente en los productos definidos.",CP-CEOC2023-003/CEO S.A.S E.S.P./CEOC/01%2F01%2F2024/31%2F12%2F2024/false/Regulado,CP-CEOC2023-003,CEOC,CEO S.A.S E.S.P.,25/10/2023,01/01/2024 al 31/12/2024,01/01/2024,31/12/2024,365.0,12.0,27/10/2023,08/11/2023,11/12/2023,22/12/2023,06/01/2024,Cerrada y adjudicada,Regulado,NO,,,,17/01/2024
